Resource utilization
Resource,Utilization %
Role 1,4
SYSTEM,0
Role 4,1
Role 6,0
Role 3,107
Role 2,149
Role 5,8

Individual task statistics
Name,Avg duration,Min duration,Max duration,Total duration,Avg waiting time,Min waiting time,Max waiting time,Total waiting time,Avg idle time,Min idle time,Max idle time,Total idle time,Avg cost,Min cost,Max cost,Total cost,Avg cost over thresh,Min cost over thresh,Max cost over thresh,Total cost over thresh,Avg duration over thresh,Min duration over thresh,Max duration over thresh,Total duration over thresh,Count,
Amend Purchase Requisition,1291.0539702025326,0.14509272575378418,7957.416745424271,142015.9367222786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.172522056680737,8.060706986321343E-4,44.20787080791261,788.9774262348811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110
Amend Request for Quotation,641.7641258390644,51.67716193199158,1194.9141449928284,50699.36594128609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.565356254661468,0.28709534406661985,6.638411916626824,281.66314411825596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
Analyze Purchase Requisition,397.7287399405525,243.9128119945526,539.6535410881042,83523.03538751602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.209604110780847,1.3550711777475146,2.998075228267246,464.0168632639779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210
Analyze Quotation Comparison Map,1220.043162071705,362.94492077827454,2039.3105132579803,122004.31620717049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.778017567065024,2.016360670990414,11.329502851433224,677.8017567065024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Analyze Request for Quotation,1469.5865217920123,191.1818368434906,2688.924126625061,263055.9874007702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.164369565511178,1.06212131579717,14.938467370139229,1461.4221522265009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179
Approve Purchase Order for payment,60.0,60.0,60.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333329,0.3333333333333333,0.3333333333333333,33.33333333333329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Authorize Supplier's Invoice payment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Choose best option,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Create Purchase Order,572.5052304601669,58.6972336769104,772.0742647647858,57250.52304601669,0.0,0.0,0.0,0.0,7.770075182914734,0.0,436.18791151046753,777.0075182914734,3.180584613667595,0.32609574264950225,4.289301470915476,318.0584613667595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Create Purchase Requisition,1809.5119707393646,315.1807425022125,3418.7524938583374,180951.19707393646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.052844281885356,1.7510041250122919,18.993069410324097,1005.2844281885357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Create Quotation comparison Map,11848.442386918068,2429.8532841205597,21824.03648209572,1184844.2386918068,0.0,0.0,0.0,0.0,82.63578722953797,0.0,8262.578722953796,8263.578722953796,65.82467992732265,13.499184911780887,121.24464712275399,6582.467992732265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Create Request for Quotation,295.5198562431335,28.81572198867798,995.8187735080719,29551.985624313354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2835539582570394,0.32017468876308863,11.064653038978577,328.35539582570397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Deliver Goods Services,67641.77658150197,4140.265928506851,170703.29932951927,6764177.658150196,0.0,0.0,0.0,0.0,17820.483011381628,-73307.2413327694,79320.0,1782048.3011381626,375.7876476750108,23.001477380593617,948.3516629417737,37578.76476750108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
EVENT 1 START,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
EVENT 2 END,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
End,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17696.241264278888,0.0,53356.045845746994,1769624.1264278889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
GATEWAY 25 XOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179
GATEWAY 26 XOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179
GATEWAY 27 XOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
GATEWAY 28 XOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
GATEWAY 29 XOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210
GATEWAY 30 XOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210
Pay Invoice,549.6163283252716,241.80294942855835,896.3167448043823,54961.63283252716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0534240462515094,1.3433497190475463,4.979537471135457,305.34240462515095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Release Purchase Order,60.0,60.0,60.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333329,0.3333333333333333,0.3333333333333333,33.33333333333329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Release Supplier's Invoice,277.79528995275496,124.08218026161194,419.59788370132446,27779.528995275497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5433071664041942,0.6893454458978441,2.331099353896247,154.3307166404194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Send Invoice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Send Request for Quotation to Supplier,1429.7912873530388,586.6086761951447,2494.7798075675964,142979.12873530388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.943284929739109,3.258937089973026,13.85988781981998,794.3284929739109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Settle Conditions With Supplier,25003.778976547717,1462.1392064094543,52236.36168599129,2500377.897654772,0.0,0.0,0.0,0.0,7914.2941238808635,0.0,44077.649636507034,791429.4123880863,138.90988320304285,8.122995591163635,290.20200936661826,13890.988320304286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Settle Dispute With Supplier,10295.198841593483,4.321564435958862,38455.55996966362,566235.9362876415,0.0,0.0,0.0,0.0,679.8482334093615,0.0,13348.448194026947,37391.65283751488,57.19554911996378,0.02400869131088257,213.64199983146455,3145.7552015980077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
Start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16727.896044158937,0.0,52995.57376194,1672789.6044158936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100

Scenario statistics
KPI,Min,Average,Max
Process Cycle Time (s),82935.4362962246,182447.320521996,309320.43585562706
Process Cycle Time excluding out of timetable hours (s),82934.4362962246,165717.82447783707,259198.0
Process Waiting Time (s),0.0,0.0,0.0
Accumulated Process Duration (s),82935.4362962246,182447.320521996,309320.43585562706
Cost,258.2082970288065,678.4422419097292,1234.4882771041657


Process Cycle Time (s) distribution
From,To,Count
82935,105573,8
105574,128212,9
128213,150851,12
150852,173490,16
173491,196129,15
196130,218768,11
218769,241407,14
241408,264046,10
264047,286685,2
286686,309324,3

Process Waiting Time (s) distribution
From,To,Count
0,-1,100
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0

Accumulated Process Duration (s) distribution
From,To,Count
82935,105573,8
105574,128212,9
128213,150851,12
150852,173490,16
173491,196129,15
196130,218768,11
218769,241407,14
241408,264046,10
264047,286685,2
286686,309324,3

Process Cost distribution
From,To,Count
258,355,5
356,453,15
454,551,10
552,649,18
650,747,17
748,845,9
846,943,12
944,1041,8
1042,1139,4
1140,1237,2

In-timetable Cycle time (s) distribution
From,To,Count
82934,100560,18
100561,118187,6
118188,135814,1
135815,153441,7
153442,171068,11
171069,188695,31
188696,206322,8
206323,223949,1
223950,241576,7
241577,259203,10



Details
Instance #,Cycle time (s),Cycle time in time table only (s),Waiting time (s),Cost
1,220561.0,220558.0,0.0,1001.872344684601
2,124216.74548578262,90515.71312141418,0.0,415.9215595602989
3,130843.20571708679,111139.19331097603,0.0,504.1429385648833
4,183681.2411453724,177893.1016778946,0.0,1026.6340927627352
5,164503.68822932243,164502.68822932243,0.0,487.1371483829286
6,236881.8436934948,236879.8436934948,0.0,848.5163992391693
7,309320.43585562706,259198.0,0.0,1022.5781397369174
8,208921.47950577736,172798.0,0.0,891.5264170103604
9,136483.90127182007,114387.59364962578,0.0,602.9055684963862
10,267236.3062272072,259198.0,0.0,1099.8612769524254
11,166847.72322130203,166846.72322130203,0.0,574.9062633090549
12,82935.4362962246,82934.4362962246,0.0,342.1759500106175
13,246384.67831015587,193986.53628706932,0.0,638.5531701683998
14,138497.30605053902,100049.0492606163,0.0,556.256325940291
15,197227.69374394417,172798.0,0.0,502.2734938555293
